카마, 68, 198
가라, 87, 155
사가, 87, 158
다가, 90, 169
자바, 99, 143
자아, 75, 198
가하, 90, 154
바차, 62, 196
파다, 51, 156
자바, 94, 153
카아, 89, 151
가다, 42, 173
마파, 46, 171
마차, 99, 183
파자, 84, 190
라카, 81, 189
자가, 81, 146
파차, 62, 143
아자, 56, 193
나카, 75, 178
마사, 95, 154
자타, 92, 199
파하, 95, 199
자라, 72, 145
자나, 94, 174
나하, 51, 199
아차, 72, 195
아바, 51, 170
타바, 50, 152
아자, 78, 194
하차, 77, 161
라나, 42, 178
카마, 68, 189
타라, 81, 180
아라, 63, 162
마라, 67, 172
카라, 69, 154
바나, 51, 186
바차, 40, 190
바사, 88, 198
아카, 90, 184
가라, 42, 193
가차, 88, 151
다바, 96, 162
라마, 59, 144
파가, 58, 141
아차, 89, 188
마하, 52, 157
아하, 96, 141
타타, 85, 173
가타, 81, 185
자마, 82, 160
하차, 61, 189
라자, 91, 192
다차, 62, 142
하아, 85, 171
카카, 75, 174
파하, 58, 165
아바, 96, 147
아바, 75, 152
가나, 90, 183
다바, 77, 186
파카, 79, 150
아파, 78, 146
가차, 82, 148
카바, 46, 165
다바, 72, 155
파마, 92, 148
라나, 98, 152
타나, 46, 158
마마, 53, 192
카가, 61, 174
아라, 60, 152
바나, 96, 157
자사, 61, 186
파타, 58, 149
자하, 99, 150
다나, 46, 196
가바, 99, 164
바파, 47, 157
타파, 89, 186
바타, 62, 157
다다, 51, 182
카파, 78, 158
파아, 55, 152
마마, 42, 167
카카, 70, 183
타사, 44, 156
사라, 65, 176
하아, 40, 181
하하, 47, 161
마나, 78, 160
카하, 58, 185
하사, 85, 166
카마, 93, 196
아타, 60, 154
자마, 71, 140
차바, 74, 192
나사, 64, 187
파다, 97, 149
사나, 98, 180
바카, 71, 175
파다, 93, 164
마타, 53, 177
자사, 63, 150
가사, 67, 154
아나, 47, 199
나라, 91, 153
자사, 85, 143
하파, 72, 140
나사, 67, 192
사라, 87, 165
바하, 50, 143
타나, 56, 150
차카, 74, 178
나아, 50, 174
파차, 85, 193
나가, 78, 177
가바, 97, 145
아다, 61, 187
사바, 49, 187
바바, 82, 159
마마, 64, 155
아마, 50, 177
가카, 68, 189
사카, 91, 199
파카, 87, 146
파마, 83, 158
사다, 94, 180
가라, 83, 170
라차, 51, 162
가라, 91, 173
라바, 67, 154
자자, 49, 162
사나, 55, 149
마다, 63, 152
타파, 52, 175
바자, 99, 171
바파, 54, 193
다다, 82, 168
바자, 59, 190
자마, 49, 169
하하, 84, 189
가하, 51, 198
타카, 73, 172
타차, 88, 156
다다, 82, 182
라아, 66, 183
타차, 42, 181
타하, 47, 163
라자, 62, 170
타가, 52, 174
가마, 88, 198
바차, 63, 194
하가, 68, 191
차라, 70, 193
가마, 72, 167
사차, 96, 184
타나, 98, 199
하사, 82, 167
차카, 59, 173
차라, 87, 165
라아, 91, 183
라카, 66, 158
자카, 69, 179
다차, 63, 193
가라, 83, 199
마차, 98, 182
마차, 80, 177
파카, 47, 159
가자, 50, 197
마가, 80, 143
라타, 76, 181
자가, 79, 194
마차, 44, 143
마타, 46, 158
마바, 95, 146
타파, 81, 169
나타, 62, 172
나타, 84, 162
하하, 90, 141
카파, 83, 186
아가, 66, 141
차다, 84, 174
타차, 95, 188
자라, 70, 199
파다, 67, 149
마타, 93, 195
하바, 98, 197
카자, 85, 177
바마, 48, 194
아카, 46, 189
아다, 64, 142
차마, 82, 199
차마, 43, 159
가다, 69, 182
다라, 42, 166
바아, 65, 170
차사, 68, 186
마라, 96, 158
파타, 93, 184
바다, 53, 186
타자, 94, 169
아아, 60, 184
라아, 96, 151
사파, 46, 162
아차, 61, 166
차바, 41, 193
라바, 72, 160
사하, 91, 170
타하, 60, 180
바사, 83, 197
사하, 98, 142
하차, 41, 142
카타, 80, 165
다카, 78, 199
라다, 69, 151
아타, 57, 185
파사, 57, 149
나라, 45, 148
하아, 41, 150
라나, 47, 162
다다, 43, 140
하자, 65, 172
다나, 89, 166
자사, 98, 192
파라, 94, 199
바라, 57, 179
라차, 90, 156
카라, 96, 181
가타, 66, 175
라마, 61, 193
사차, 65, 171
타하, 44, 153
아카, 63, 156
타가, 64, 177
아자, 54, 158
바가, 43, 187
다사, 68, 199
다사, 50, 193
하자, 79, 151
라나, 67, 185
다카, 85, 158
아차, 48, 156
타차, 55, 172
가사, 53, 176
가사, 85, 186
다바, 42, 158
파다, 53, 144
자라, 88, 145
바차, 52, 141
카타, 95, 178
아사, 56, 196
사아, 50, 198
사가, 93, 186
다파, 71, 192
라하, 46, 148
카카, 47, 189
다아, 52, 162
라마, 59, 145
가자, 70, 198
바카, 46, 156
하라, 99, 190
카사, 76, 161
바타, 52, 177
카마, 49, 199
나파, 41, 152
카가, 75, 191
가사, 81, 175
카바, 84, 178
자하, 42, 184
차하, 97, 157
가차, 66, 185
파바, 55, 189
바타, 98, 187
바사, 81, 176
라다, 53, 187
차차, 91, 156
하나, 82, 177
다나, 81, 175
아사, 66, 168
나다, 60, 186
파마, 69, 157
파자, 44, 167
자사, 48, 162
나파, 56, 155
자아, 62, 144
타라, 83, 181
파사, 76, 154
가가, 63, 172
나가, 64, 159
라가, 60, 169
다카, 64, 182
차타, 67, 179
카마, 57, 174
파아, 65, 148
카다, 86, 184
타나, 86, 149
바아, 84, 197
카라, 55, 155
가아, 91, 188
가카, 43, 145
나파, 49, 145
카파, 78, 193
사자, 62, 194
라가, 55, 152
카아, 43, 157
마카, 49, 180
파마, 68, 155
마차, 41, 184
차하, 61, 150
라나, 58, 165
바나, 62, 185
차가, 98, 149
자다, 91, 198
타바, 44, 174
마사, 83, 194
차라, 62, 144
다자, 44, 166
마차, 99, 161
아바, 41, 159
바하, 60, 143
바아, 79, 184
자라, 83, 171
차바, 67, 145
자타, 96, 184
마차, 88, 188
라가, 67, 180
바아, 77, 172
라바, 76, 148
사가, 71, 152
타다, 51, 153
차타, 72, 147
가다, 71, 178
나타, 72, 154
다사, 50, 158
차자, 88, 148
라차, 50, 147
라라, 46, 175
아하, 54, 143
마파, 74, 175
하라, 45, 197
마차, 65, 179
나타, 88, 177
자마, 49, 184
사나, 40, 181
나나, 52, 183
카카, 91, 174
카라, 83, 166
자카, 92, 195
바카, 78, 160
자나, 97, 187
마마, 96, 144
파차, 42, 153
마다, 66, 192
타바, 51, 189
가자, 63, 141
마라, 99, 179
바가, 50, 179
다파, 97, 143
다다, 57, 168
카가, 45, 173
나타, 96, 160
마차, 81, 163
마아, 89, 189
아카, 51, 145
파라, 68, 143
차다, 72, 199
타타, 99, 173
아나, 81, 154
마하, 86, 192
하나, 49, 175
라바, 40, 187
파자, 84, 168
차차, 83, 146
카나, 43, 186
나자, 54, 182
마나, 99, 152
타라, 59, 154
파사, 47, 160
사파, 53, 187
가파, 56, 198
사파, 66, 174
나아, 83, 186
파카, 91, 146
차차, 74, 175
가카, 76, 187
다아, 91, 185
아차, 49, 185
가마, 52, 177
다바, 54, 162
카차, 95, 186
라아, 42, 168
마자, 85, 166
파자, 55, 186
바마, 50, 170
사아, 55, 150
나카, 48, 159
차차, 80, 152
다파, 99, 179
나차, 98, 183
바마, 85, 198
나하, 71, 154
자하, 61, 159
타파, 78, 150
카타, 99, 178
마라, 57, 168
타타, 66, 189
나라, 52, 193
파하, 67, 140
차다, 87, 145
파다, 50, 184
라아, 40, 147
카타, 92, 151
하바, 70, 184
사카, 47, 180
자다, 94, 157
타타, 97, 193
타나, 62, 163
바아, 43, 176
가차, 44, 166
차차, 70, 144
나마, 63, 192
카파, 88, 185
사바, 72, 142
타카, 44, 164
나나, 41, 177
하하, 80, 146
나가, 70, 148
차자, 82, 145
카하, 85, 160
카나, 68, 169
파타, 92, 195
가하, 95, 165
자아, 87, 190
타타, 57, 186
가타, 98, 165
자마, 53, 157
마가, 71, 156
카마, 92, 146
다아, 53, 195
자나, 76, 191
카아, 71, 151
사카, 98, 140
나하, 70, 151
나사, 40, 180
라나, 73, 167
마다, 80, 146
차타, 90, 189
차카, 42, 191
바라, 83, 187
가마, 68, 199
마파, 80, 156
라가, 82, 147
라바, 77, 160
라가, 40, 195
타사, 59, 191
다아, 44, 174
다타, 88, 144
파자, 53, 199
바아, 40, 182
라사, 63, 154
차다, 50, 149
라하, 96, 166
파카, 96, 184
아차, 40, 184
다파, 76, 182
나바, 88, 192
라마, 74, 144
타차, 45, 182
차카, 94, 167
라나, 43, 191
사파, 69, 150
가차, 57, 161
타차, 40, 194
사가, 46, 143
다마, 45, 161
가자, 80, 142
바다, 70, 191
사차, 71, 161
파차, 64, 185
마다, 66, 162
타카, 70, 176
자아, 88, 197
아아, 55, 146
차파, 74, 175
차하, 54, 151
사하, 79, 193
차다, 71, 198
파바, 46, 196
라파, 69, 169
타자, 79, 170
하아, 47, 179
다자, 91, 170
하카, 47, 160
아아, 42, 183
사파, 73, 153
다가, 57, 143
다사, 78, 160
자바, 43, 144
파마, 72, 192
파사, 87, 146
하나, 89, 154
라하, 58, 195
라차, 81, 177
카나, 89, 140
파나, 68, 150
바하, 82, 163
자사, 79, 143
자바, 44, 165
자차, 59, 147
타차, 42, 167
사차, 79, 177
파라, 44, 177
타카, 60, 148
사마, 93, 167
타다, 61, 190
라아, 87, 192
마자, 98, 144
타라, 47, 199
다자, 67, 152
다파, 49, 179
라바, 55, 154
사타, 95, 159
자사, 79, 156
바차, 53, 184
파차, 68, 178
하나, 85, 193
나라, 48, 160
바아, 82, 189
아마, 89, 144
마바, 96, 150
가차, 46, 143
나차, 88, 191
카자, 45, 175
마나, 54, 172
라카, 72, 181
가라, 83, 166
사타, 89, 187
바가, 76, 199
카가, 42, 196
마아, 77, 183
마하, 93, 190
나나, 40, 150
마하, 99, 192
나아, 64, 192
나바, 57, 163
가자, 61, 152
나파, 71, 199
카하, 71, 182
파사, 53, 167
타타, 53, 184
가차, 58, 180
마다, 45, 164
사사, 66, 193
바나, 46, 184
파마, 43, 157
차바, 96, 181
다라, 43, 144
사다, 76, 197
가하, 87, 188
바사, 76, 141
카자, 52, 168
카파, 93, 170
타마, 84, 199
사타, 51, 143
아차, 75, 182
사하, 95, 186
자자, 76, 199
마카, 48, 159
다가, 59, 143
다하, 85, 173
사타, 54, 172
나사, 87, 176
아차, 56, 164
마하, 62, 156
다카, 52, 181
다라, 62, 177
타아, 76, 170
차파, 60, 164
라차, 63, 145
차아, 93, 147
아카, 55, 178
파파, 78, 155
타아, 52, 177
카파, 79, 163
자나, 93, 156
카파, 60, 145
파파, 62, 152
사나, 44, 187
마파, 43, 167
나하, 48, 174
라라, 54, 189
파자, 42, 196
카가, 66, 193
타바, 54, 197
나파, 72, 196
사파, 89, 185
나나, 89, 181
자사, 65, 189
바라, 73, 166
타나, 58, 176
마아, 74, 151
타차, 56, 195
파나, 96, 171
파하, 74, 141
카타, 42, 193
나다, 57, 152
마카, 59, 157
차아, 69, 180
하아, 68, 150
파다, 51, 158
가사, 90, 183
바라, 91, 191
타카, 55, 193
다하, 50, 162
마카, 76, 146
하라, 65, 171
사라, 61, 172
카바, 80, 182
바아, 75, 170
다하, 52, 160
자파, 81, 179
아바, 48, 185
차다, 85, 163
가마, 44, 149
다하, 82, 142
아라, 85, 189
차아, 57, 161
사가, 76, 176
하라, 69, 157
타아, 50, 177
타자, 71, 143
하마, 86, 177
라하, 64, 184
마가, 83, 173
카나, 98, 166
